,ID,timestamp,x,y,vx,vy,rgb_conf,lidar_conf,frame_index,YOLO_cls,L,T,R,B,X_LiDAR,Y_LiDAR,Z_LiDAR,l,w,h,rot
659,0,1815.000,26.844,-0.908,-0.128,0.079,0.855,0.578,59,0,650.000,198.000,679.000,289.000,26.890,-0.890,-1.190,0.860,0.530,1.800,2.201
660,1,1815.000,26.901,-0.704,-0.098,0.110,NaN,NaN,59,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
661,2,1815.000,43.588,-25.086,0.218,-0.269,NaN,NaN,59,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
662,3,1815.000,13.339,-6.533,-0.408,-0.010,0.184,NaN,59,0,1262.000,212.000,1279.000,301.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
663,5,1815.000,-11.337,-11.067,-0.391,-0.084,NaN,NaN,59,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
664,6,1815.000,42.894,5.751,0.241,0.297,NaN,NaN,59,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
665,7,1815.000,28.611,-4.378,-0.244,0.227,0.755,0.898,59,0,807.000,190.000,840.000,264.000,28.600,-4.400,-1.180,1.010,0.520,1.860,2.539
666,9,1815.000,35.125,-23.037,0.154,-0.396,NaN,NaN,59,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
667,10,1815.000,51.751,8.326,0.640,0.253,NaN,NaN,59,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
668,11,1815.000,13.462,3.574,-0.033,-0.009,0.580,NaN,59,0,256.000,200.000,271.000,247.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
669,12,1815.000,37.692,-16.828,0.241,-0.316,NaN,NaN,59,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
670,17,1815.000,42.663,-17.380,0.555,-0.340,NaN,NaN,59,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
671,21,1815.000,34.196,-10.308,-0.218,0.283,0.698,0.067,59,0,1007.000,194.000,1030.000,252.000,34.150,-10.300,-1.130,1.980,0.470,1.850,2.261
672,0,1816.000,26.707,-0.825,-0.135,0.093,0.832,0.994,60,0,648.000,199.000,679.000,286.000,26.730,-0.790,-1.190,0.880,0.470,1.780,2.459
673,1,1816.000,26.800,-0.594,-0.101,0.110,NaN,NaN,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
674,2,1816.000,43.805,-25.359,0.217,-0.273,NaN,NaN,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
675,3,1816.000,12.802,-6.695,-0.476,-0.084,NaN,0.996,60,0,1240.000,195.000,1461.000,403.000,12.670,-6.850,-1.230,1.870,0.540,1.800,-2.850
676,5,1816.000,-11.723,-11.153,-0.386,-0.086,NaN,NaN,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
677,6,1816.000,43.132,6.053,0.238,0.302,NaN,NaN,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
678,7,1816.000,28.329,-4.142,-0.259,0.232,0.705,0.448,60,0,800.000,190.000,837.000,264.000,28.300,-4.150,-1.120,1.900,0.490,1.810,2.299
679,9,1816.000,35.279,-23.441,0.154,-0.403,NaN,NaN,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
680,10,1816.000,52.394,8.574,0.643,0.248,NaN,NaN,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
681,11,1816.000,13.510,3.516,0.019,-0.028,0.446,NaN,60,0,257.000,200.000,272.000,246.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
682,12,1816.000,37.930,-17.143,0.238,-0.315,NaN,NaN,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
683,17,1816.000,43.215,-17.726,0.552,-0.347,NaN,NaN,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
684,21,1816.000,33.943,-9.999,-0.242,0.296,0.723,0.154,60,0,1006.000,194.000,1027.000,251.000,33.930,-9.960,-0.960,0.830,0.650,1.900,-0.332
685,0,1818.000,26.550,-0.717,-0.144,0.104,0.862,0.890,61,0,639.000,199.000,674.000,291.000,26.570,-0.700,-1.280,1.810,0.550,2.030,-0.603
686,1,1818.000,26.690,-0.485,-0.109,0.109,NaN,NaN,61,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
687,2,1818.000,44.027,-25.628,0.222,-0.269,NaN,NaN,61,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
688,3,1818.000,12.312,-6.858,-0.482,-0.128,NaN,1.000,61,0,1268.000,196.000,1491.000,413.000,12.290,-6.920,-1.250,1.790,0.510,1.830,-2.846
689,5,1818.000,-12.110,-11.240,-0.387,-0.087,NaN,NaN,61,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
690,6,1818.000,43.379,6.350,0.247,0.298,NaN,NaN,61,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
691,7,1818.000,28.093,-3.974,-0.247,0.200,0.719,0.661,61,0,788.000,190.000,825.000,268.000,28.120,-4.000,-1.180,1.840,0.580,1.940,2.469
692,9,1818.000,35.437,-23.837,0.158,-0.396,NaN,NaN,61,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
693,10,1818.000,53.037,8.818,0.643,0.243,NaN,NaN,61,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
694,11,1818.000,13.517,3.507,0.015,-0.012,0.318,NaN,61,0,258.000,199.000,273.000,244.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
695,12,1818.000,38.165,-17.458,0.235,-0.316,NaN,NaN,61,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
696,17,1818.000,43.763,-18.068,0.548,-0.342,NaN,NaN,61,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
697,21,1818.000,33.646,-9.763,-0.266,0.271,0.639,NaN,61,0,992.000,193.000,1016.000,252.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
698,0,1819.000,26.428,-0.559,-0.126,0.130,0.871,0.979,62,0,638.000,199.000,671.000,291.000,26.440,-0.550,-1.230,1.110,0.470,1.830,2.637
699,1,1819.000,26.579,-0.377,-0.111,0.108,NaN,NaN,62,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
700,2,1819.000,44.249,-25.903,0.223,-0.274,NaN,NaN,62,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
701,3,1819.000,11.895,-6.988,-0.445,-0.126,NaN,0.998,62,0,1288.000,197.000,1534.000,419.000,11.960,-7.000,-1.250,1.910,0.560,1.800,-2.878
702,5,1819.000,-12.506,-11.332,-0.396,-0.092,NaN,NaN,62,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
703,6,1819.000,43.619,6.650,0.240,0.300,NaN,NaN,62,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
704,7,1819.000,27.846,-3.808,-0.243,0.189,0.215,NaN,62,0,804.000,185.000,816.000,212.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
705,9,1819.000,35.601,-24.232,0.164,-0.395,NaN,NaN,62,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
706,10,1819.000,53.680,9.060,0.643,0.242,NaN,NaN,62,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
707,11,1819.000,13.531,3.580,0.027,0.003,0.269,NaN,62,0,258.000,199.000,274.000,244.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
708,12,1819.000,38.400,-17.775,0.235,-0.317,NaN,NaN,62,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
709,17,1819.000,44.310,-18.404,0.547,-0.335,NaN,NaN,62,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
710,21,1819.000,33.370,-9.624,-0.279,0.213,0.715,NaN,62,0,990.000,193.000,1012.000,254.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
711,29,1819.000,27.840,-3.690,0.000,0.000,0.664,0.991,62,0,786.000,199.000,823.000,272.000,27.840,-3.690,-1.070,2.020,0.560,1.980,-0.711
712,0,1821.000,26.304,-0.439,-0.127,0.123,0.829,0.228,63,0,630.000,199.000,657.000,291.000,26.350,-0.490,-1.230,0.790,0.810,1.740,0.074
713,1,1821.000,26.461,-0.267,-0.118,0.111,NaN,NaN,63,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
714,2,1821.000,44.473,-26.174,0.223,-0.271,NaN,NaN,63,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
715,3,1821.000,11.531,-7.083,-0.391,-0.103,NaN,1.000,63,0,1320.000,204.000,1581.000,425.000,11.540,-7.090,-1.270,1.930,0.540,1.720,-2.875
716,5,1821.000,-12.899,-11.421,-0.393,-0.089,NaN,NaN,63,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
717,6,1821.000,43.860,6.952,0.241,0.302,NaN,NaN,63,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
718,7,1821.000,27.547,-3.503,-0.274,0.241,0.769,0.967,63,0,769.000,193.000,807.000,272.000,27.470,-3.440,-1.170,1.930,0.600,1.880,-0.753
719,9,1821.000,35.769,-24.625,0.169,-0.392,NaN,NaN,63,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
720,10,1821.000,54.324,9.306,0.645,0.246,NaN,NaN,63,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
721,11,1821.000,13.500,3.482,0.003,-0.040,0.244,NaN,63,0,260.000,199.000,277.000,246.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
722,12,1821.000,38.636,-18.089,0.236,-0.314,NaN,NaN,63,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
723,17,1821.000,44.862,-18.743,0.552,-0.339,NaN,NaN,63,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
724,21,1821.000,33.198,-9.307,-0.232,0.267,0.629,0.698,63,0,977.000,194.000,1001.000,252.000,33.270,-9.240,-1.180,1.730,0.630,1.860,-0.995
725,29,1821.000,27.878,-3.673,0.030,0.019,NaN,NaN,63,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
726,0,1822.000,26.168,-0.339,-0.126,0.115,0.832,0.927,64,0,627.000,199.000,656.000,291.000,26.180,-0.350,-1.190,1.140,0.420,1.950,2.477
727,1,1822.000,26.341,-0.156,-0.120,0.110,NaN,NaN,64,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
728,2,1822.000,44.701,-26.450,0.229,-0.276,NaN,NaN,64,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
729,3,1822.000,11.165,-7.200,-0.380,-0.109,NaN,0.999,64,0,1361.000,188.000,1624.000,436.000,11.170,-7.200,-1.220,1.850,0.560,1.880,-2.955
730,5,1822.000,-13.288,-11.510,-0.389,-0.090,NaN,NaN,64,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
731,6,1822.000,44.107,7.256,0.247,0.304,NaN,NaN,64,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
732,7,1822.000,27.083,-3.631,-0.414,0.095,0.304,NaN,64,0,848.000,200.000,865.000,241.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
733,9,1822.000,35.936,-25.018,0.166,-0.394,NaN,NaN,64,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
734,10,1822.000,54.968,9.553,0.644,0.248,NaN,NaN,64,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
735,11,1822.000,13.425,3.417,-0.023,-0.042,0.594,NaN,64,0,260.000,199.000,278.000,245.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736,12,1822.000,38.871,-18.409,0.235,-0.319,NaN,NaN,64,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
737,17,1822.000,45.410,-19.072,0.548,-0.330,NaN,NaN,64,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
738,21,1822.000,32.977,-8.980,-0.230,0.291,0.685,0.396,64,0,973.000,194.000,997.000,256.000,32.960,-8.910,-1.110,1.840,0.610,1.820,-1.005
739,29,1822.000,27.260,-3.135,-0.296,0.286,0.686,0.986,64,0,769.000,193.000,803.000,276.000,27.120,-3.200,-1.160,1.740,0.580,1.790,2.464
740,0,1824.000,26.111,-0.230,-0.104,0.125,0.864,0.893,65,0,608.000,201.000,654.000,292.000,26.110,-0.240,-1.220,1.900,0.530,1.870,-0.810
741,1,1824.000,26.220,-0.048,-0.121,0.108,NaN,NaN,65,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
742,2,1824.000,44.933,-26.730,0.231,-0.281,NaN,NaN,65,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
743,3,1824.000,10.793,-7.300,-0.379,-0.110,NaN,0.998,65,0,1392.000,199.000,1675.000,438.000,10.790,-7.280,-1.230,1.880,0.560,1.740,-2.940
744,5,1824.000,-13.674,-11.601,-0.386,-0.091,NaN,NaN,65,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
745,6,1824.000,44.356,7.559,0.249,0.303,NaN,NaN,65,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
746,7,1824.000,26.633,-3.597,-0.450,0.035,0.244,NaN,65,0,848.000,200.000,865.000,241.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
747,9,1824.000,36.091,-25.406,0.155,-0.388,NaN,NaN,65,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
748,10,1824.000,55.612,9.799,0.644,0.246,NaN,NaN,65,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
749,11,1824.000,13.535,3.438,0.018,-0.024,0.390,NaN,65,0,260.000,200.000,279.000,242.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
750,12,1824.000,39.104,-18.728,0.233,-0.320,NaN,NaN,65,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
751,17,1824.000,45.953,-19.406,0.543,-0.333,NaN,NaN,65,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
752,21,1824.000,32.699,-8.640,-0.255,0.323,0.743,0.992,65,0,958.000,192.000,985.000,252.000,32.680,-8.620,-1.120,1.810,0.570,1.790,2.177
753,29,1824.000,26.975,-2.903,-0.292,0.263,0.787,0.905,65,0,753.000,193.000,793.000,279.000,26.920,-3.070,-1.120,1.900,0.560,1.820,2.431
754,0,1825.000,25.983,-0.126,-0.119,0.130,0.879,0.926,66,0,606.000,202.000,654.000,292.000,25.980,-0.140,-1.250,0.950,0.580,1.790,-0.982
755,1,1825.000,26.097,0.055,-0.122,0.103,NaN,NaN,66,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
756,2,1825.000,45.159,-27.016,0.227,-0.286,NaN,NaN,66,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
757,3,1825.000,10.423,-7.363,-0.377,-0.091,NaN,0.999,66,0,1420.000,199.000,1728.000,450.000,10.430,-7.340,-1.240,1.930,0.580,1.750,-2.937
758,5,1825.000,-14.058,-11.694,-0.384,-0.093,NaN,NaN,66,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
759,6,1825.000,44.599,7.860,0.243,0.302,NaN,NaN,66,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
760,7,1825.000,26.177,-3.674,-0.464,-0.066,0.246,NaN,66,0,848.000,200.000,865.000,240.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
761,9,1825.000,36.243,-25.791,0.153,-0.385,NaN,NaN,66,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
762,10,1825.000,56.259,10.049,0.647,0.250,NaN,NaN,66,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
763,11,1825.000,13.456,3.431,-0.020,-0.015,0.535,NaN,66,0,260.000,200.000,279.000,242.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
764,12,1825.000,39.337,-19.050,0.233,-0.322,NaN,NaN,66,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
765,17,1825.000,46.500,-19.737,0.547,-0.331,NaN,NaN,66,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
766,21,1825.000,32.458,-8.254,-0.252,0.340,0.752,NaN,66,0,954.000,192.000,982.000,252.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
767,29,1825.000,26.650,-2.798,-0.316,0.162,0.752,0.774,66,0,753.000,193.000,791.000,277.000,26.650,-2.930,-1.190,1.690,0.720,1.850,2.441
